,id,full_name,email,password_hash,display_name,role_id,date_of_birth,sex,height_cm,weight_kg,metadata,created_at,updated_at,deleted_at
200,100,daniel,fernando@gmail.com,hash3,Fernando López,1,2002-09-16,Masculino,249,30,{},1999-08-18,1998-11-25,2009-10-24
201,178,juan,daniel@gmail.com,hash2,Daniel García,1,2015-05-31,Femenino,32,43,{},1994-08-22,2011-11-03,2002-06-02
202,181,fernando,juan@gmail.com,hash1,Daniel García,1,1994-06-11,Masculino,12,52,{},2016-04-21,1999-04-17,1996-10-13
203,32,fernando,fernando@gmail.com,hash1,Fernando López,3,1997-11-12,Femenino,153,111,{},2014-06-22,2002-03-12,2002-08-22
204,11,daniel,juan@gmail.com,hash2,Fernando López,1,2010-10-22,Masculino,102,129,{},2014-08-04,1991-07-25,2016-02-25
205,154,daniel,fernando@gmail.com,hash1,Juan Pérez,2,2007-09-12,Femenino,49,149,{},2017-06-09,2016-09-12,2008-02-11
206,175,juan,juan@gmail.com,hash1,Fernando López,1,2017-08-19,Femenino,216,146,{},2016-08-14,2002-06-12,1992-03-30
207,190,daniel,juan@gmail.com,hash1,Juan Pérez,1,2007-02-24,Masculino,56,110,{},2014-08-08,2001-07-02,2001-03-13
208,73,juan,juan@gmail.com,hash3,Juan Pérez,2,2001-04-26,Femenino,25,188,{},2016-04-15,2012-05-10,1990-05-01
209,106,juan,fernando@gmail.com,hash1,Fernando López,2,2015-03-28,Masculino,182,174,{},1998-05-05,1994-09-21,2019-08-02
210,145,fernando,daniel@gmail.com,hash1,Juan Pérez,3,2013-12-07,Masculino,228,132,{},2014-10-22,1999-12-24,1997-10-22
211,146,juan,fernando@gmail.com,hash3,Daniel García,1,2002-11-30,Femenino,55,197,{},1999-12-08,1991-03-29,1990-11-20
212,142,juan,fernando@gmail.com,hash1,Daniel García,3,2014-05-25,Femenino,72,162,{},2008-05-07,1995-02-16,1991-09-06
213,4,fernando,daniel@gmail.com,hash3,Fernando López,2,2006-02-23,Masculino,83,174,{},2014-05-11,2000-06-10,2015-05-21
214,170,juan,juan@gmail.com,hash2,Juan Pérez,3,2001-03-18,Masculino,195,135,{},1991-09-18,2014-09-30,2004-05-25
215,164,juan,fernando@gmail.com,hash3,Fernando López,2,1999-10-02,Masculino,51,138,{},2007-11-24,2016-04-16,2000-02-27
216,116,fernando,juan@gmail.com,hash1,Daniel García,3,2019-06-25,Masculino,194,27,{},1990-12-07,1995-08-25,2010-01-31
217,185,daniel,daniel@gmail.com,hash2,Juan Pérez,3,2003-11-16,Masculino,89,13,{},2010-12-16,1999-01-21,2017-04-01
218,8,juan,daniel@gmail.com,hash1,Juan Pérez,2,1996-01-09,Femenino,14,51,{},1993-04-11,2003-09-10,2017-03-31
219,183,juan,juan@gmail.com,hash2,Fernando López,3,2012-08-05,Masculino,209,137,{},1996-11-26,2016-04-21,2016-02-28
220,126,daniel,daniel@gmail.com,hash1,Juan Pérez,2,2017-07-28,Femenino,61,21,{},1996-05-27,2016-02-02,2016-07-01
221,19,fernando,fernando@gmail.com,hash3,Daniel García,3,2018-02-01,Femenino,92,148,{},2010-03-15,1992-12-06,2015-08-02
222,27,daniel,daniel@gmail.com,hash3,Daniel García,2,1990-08-27,Femenino,170,145,{},2009-06-21,2019-08-07,2019-10-24
223,73,fernando,fernando@gmail.com,hash3,Daniel García,3,1997-11-21,Masculino,189,168,{},1992-11-08,1991-08-28,2001-03-16
224,157,fernando,fernando@gmail.com,hash2,Daniel García,3,1990-12-26,Femenino,10,186,{},1996-08-24,2018-05-20,1998-06-16
225,113,juan,fernando@gmail.com,hash3,Juan Pérez,3,1999-07-06,Femenino,108,195,{},1990-11-01,2009-07-31,1997-02-24
226,84,fernando,juan@gmail.com,hash1,Fernando López,1,1997-04-03,Masculino,58,195,{},1995-12-19,2017-10-05,2007-01-27
227,30,daniel,daniel@gmail.com,hash1,Fernando López,1,2007-08-17,Masculino,119,122,{},1995-12-19,2009-07-13,2014-07-19
228,18,daniel,juan@gmail.com,hash1,Fernando López,2,2014-05-25,Femenino,153,25,{},1992-05-06,1995-10-08,2019-07-27
229,118,daniel,fernando@gmail.com,hash2,Fernando López,1,1996-08-07,Masculino,111,104,{},2010-10-27,2010-01-22,1991-01-31
230,133,daniel,daniel@gmail.com,hash2,Fernando López,3,1999-09-08,Femenino,150,155,{},1991-11-12,2012-07-26,2016-12-08
231,118,fernando,daniel@gmail.com,hash2,Juan Pérez,1,1995-12-13,Masculino,91,6,{},2001-07-18,2000-08-17,2011-02-18
232,190,daniel,fernando@gmail.com,hash1,Daniel García,1,1997-06-04,Masculino,179,66,{},1994-12-03,2019-02-01,2002-11-26
233,25,juan,fernando@gmail.com,hash1,Juan Pérez,3,2003-12-02,Femenino,196,104,{},1995-09-05,2007-05-09,2017-11-08
234,82,fernando,fernando@gmail.com,hash1,Fernando López,1,2015-07-23,Masculino,156,53,{},2015-07-20,1990-05-12,2012-08-27
235,154,fernando,fernando@gmail.com,hash2,Juan Pérez,1,2008-06-24,Femenino,243,99,{},2003-06-13,2000-09-25,1998-07-04
236,125,daniel,daniel@gmail.com,hash1,Daniel García,1,2016-01-07,Masculino,185,170,{},2006-01-23,2003-04-06,1995-07-09
237,14,daniel,juan@gmail.com,hash1,Fernando López,1,2017-03-30,Femenino,94,200,{},2012-04-15,1997-06-26,1993-02-20
238,187,fernando,daniel@gmail.com,hash3,Juan Pérez,3,1993-10-16,Masculino,209,122,{},2002-07-03,2013-01-05,2009-09-23
239,19,juan,daniel@gmail.com,hash2,Daniel García,1,2015-06-07,Masculino,243,60,{},1998-07-22,2016-01-19,2010-05-31
240,192,juan,juan@gmail.com,hash3,Fernando López,1,2015-03-05,Masculino,229,144,{},1993-08-30,1992-02-20,2010-10-18
241,85,juan,juan@gmail.com,hash3,Daniel García,2,2014-09-10,Masculino,170,173,{},2013-10-18,2018-10-25,2006-07-05
242,125,daniel,fernando@gmail.com,hash3,Fernando López,2,1990-12-04,Masculino,124,13,{},1992-07-12,1996-11-26,1991-02-23
243,25,daniel,fernando@gmail.com,hash3,Fernando López,1,2001-10-05,Femenino,93,125,{},2003-12-29,2015-09-05,1999-08-04
244,193,fernando,fernando@gmail.com,hash1,Juan Pérez,2,1994-10-12,Femenino,45,30,{},2006-10-27,2014-07-16,2005-12-26
245,148,daniel,juan@gmail.com,hash2,Daniel García,3,2012-05-03,Masculino,144,7,{},2000-04-28,1994-07-13,2008-03-17
246,31,juan,juan@gmail.com,hash3,Fernando López,3,1990-03-28,Masculino,237,170,{},2009-05-18,1999-11-30,2000-02-26
247,60,daniel,daniel@gmail.com,hash1,Juan Pérez,1,1999-06-05,Masculino,32,151,{},2017-06-21,2014-11-30,2000-11-08
248,59,daniel,daniel@gmail.com,hash2,Fernando López,3,2002-10-19,Masculino,182,120,{},1997-10-18,1998-02-24,2019-12-18
249,4,daniel,juan@gmail.com,hash2,Fernando López,3,1993-06-23,Femenino,250,130,{},2001-01-22,1994-02-11,1990-12-29
250,11,fernando,daniel@gmail.com,hash1,Juan Pérez,1,1995-04-25,Masculino,30,42,{},1996-08-28,2002-11-19,2018-08-16
251,151,juan,daniel@gmail.com,hash2,Fernando López,3,2007-09-10,Masculino,188,81,{},1993-07-08,1995-07-25,2011-10-19
252,130,daniel,daniel@gmail.com,hash1,Juan Pérez,1,2001-03-12,Masculino,121,67,{},2006-03-17,2003-06-15,2006-02-26
253,169,juan,juan@gmail.com,hash1,Fernando López,3,1997-04-04,Femenino,34,158,{},2019-03-30,1994-07-09,2007-12-28
254,74,juan,juan@gmail.com,hash2,Daniel García,2,1993-03-22,Masculino,106,32,{},2016-02-08,1997-07-24,2010-10-12
255,151,fernando,juan@gmail.com,hash2,Daniel García,2,1990-06-12,Masculino,186,187,{},2006-12-16,1999-09-27,2010-03-06
256,36,juan,fernando@gmail.com,hash1,Daniel García,2,2012-06-02,Masculino,236,73,{},2012-07-08,2016-06-03,1999-05-06
257,49,fernando,fernando@gmail.com,hash1,Daniel García,2,1992-05-09,Femenino,68,3,{},2001-10-20,1991-09-29,1994-01-07
258,199,fernando,juan@gmail.com,hash3,Daniel García,2,1993-08-31,Femenino,163,162,{},2014-02-25,1995-11-15,1990-05-21
259,43,fernando,daniel@gmail.com,hash3,Fernando López,2,2003-12-17,Femenino,239,79,{},2017-09-07,2009-07-21,2017-08-07
260,147,daniel,juan@gmail.com,hash1,Daniel García,2,1996-04-13,Masculino,63,74,{},2013-05-06,2006-08-16,1990-11-04
261,98,daniel,daniel@gmail.com,hash3,Juan Pérez,3,2000-05-21,Femenino,103,74,{},1998-03-30,1998-12-11,1996-07-04
262,48,daniel,juan@gmail.com,hash1,Fernando López,1,2015-07-05,Masculino,3,81,{},2002-09-27,2007-10-30,2018-06-22
263,146,fernando,juan@gmail.com,hash1,Juan Pérez,2,2001-02-08,Femenino,58,186,{},2014-11-06,2018-12-25,1990-03-26
264,190,juan,juan@gmail.com,hash2,Daniel García,1,2013-01-16,Masculino,9,104,{},2007-10-01,2002-02-22,2007-11-22
265,82,juan,daniel@gmail.com,hash1,Fernando López,3,1991-06-27,Femenino,216,185,{},2012-12-11,2015-12-30,2012-09-16
266,52,juan,fernando@gmail.com,hash3,Juan Pérez,2,2019-02-05,Masculino,133,35,{},2009-05-02,1993-03-01,2008-01-20
267,112,daniel,daniel@gmail.com,hash2,Fernando López,3,2014-11-15,Femenino,226,68,{},2001-08-27,1993-10-15,2000-01-04
268,32,fernando,fernando@gmail.com,hash3,Fernando López,2,2004-03-05,Femenino,61,143,{},2004-09-06,2013-06-16,2014-07-03
269,88,juan,juan@gmail.com,hash3,Daniel García,3,2013-11-02,Masculino,178,122,{},2005-04-17,1996-08-25,2014-09-16
270,172,juan,daniel@gmail.com,hash3,Fernando López,3,2004-08-06,Masculino,122,30,{},2009-03-30,1999-05-06,2011-10-10
271,12,fernando,fernando@gmail.com,hash3,Juan Pérez,3,2011-12-27,Masculino,244,86,{},2000-11-20,1997-09-29,2011-07-27
272,30,daniel,fernando@gmail.com,hash1,Fernando López,1,2001-11-10,Masculino,135,143,{},2000-08-12,2011-10-18,2017-08-20
273,10,fernando,daniel@gmail.com,hash3,Daniel García,3,1990-12-24,Masculino,36,191,{},1991-08-12,2017-04-09,2019-05-03
274,31,daniel,daniel@gmail.com,hash1,Daniel García,1,1998-12-21,Femenino,11,11,{},2007-05-14,2009-02-28,2016-04-24
275,20,fernando,daniel@gmail.com,hash1,Juan Pérez,3,2010-07-16,Masculino,150,125,{},1994-07-24,2001-06-11,2019-02-05
276,82,daniel,juan@gmail.com,hash3,Juan Pérez,3,2018-05-12,Femenino,121,162,{},2009-01-14,2004-06-15,2013-12-12
277,116,fernando,daniel@gmail.com,hash2,Juan Pérez,3,1995-09-27,Femenino,7,24,{},2005-03-23,2001-03-23,2001-05-12
278,55,fernando,daniel@gmail.com,hash1,Juan Pérez,2,1994-07-21,Femenino,197,33,{},2008-09-09,2014-10-28,2012-05-26
279,50,juan,daniel@gmail.com,hash2,Daniel García,3,1995-08-07,Masculino,110,132,{},2011-03-15,2013-08-07,2011-03-04
280,16,juan,daniel@gmail.com,hash2,Fernando López,3,1992-09-16,Femenino,43,190,{},2017-08-27,2010-05-08,2008-05-23
281,20,daniel,daniel@gmail.com,hash1,Juan Pérez,3,2000-08-24,Masculino,155,124,{},2019-09-08,2004-09-21,2007-05-25
282,142,daniel,juan@gmail.com,hash1,Daniel García,1,2003-07-01,Masculino,217,182,{},2018-03-15,1991-08-20,2012-09-09
283,163,juan,juan@gmail.com,hash2,Daniel García,1,1993-02-09,Femenino,24,170,{},2017-11-01,1992-03-17,2001-08-03
284,100,juan,daniel@gmail.com,hash3,Daniel García,1,2015-07-17,Femenino,50,135,{},2011-09-25,1994-10-28,2014-07-31
285,141,fernando,daniel@gmail.com,hash1,Juan Pérez,2,1990-10-08,Masculino,33,17,{},1995-05-23,2002-04-11,1994-08-06
286,145,daniel,fernando@gmail.com,hash1,Juan Pérez,1,2018-05-23,Masculino,182,66,{},2016-12-01,2019-06-17,2013-02-19
287,29,juan,daniel@gmail.com,hash1,Daniel García,1,2001-05-20,Masculino,118,160,{},1999-04-11,2006-09-10,2015-12-05
288,166,daniel,daniel@gmail.com,hash1,Juan Pérez,3,2019-02-15,Femenino,230,10,{},2005-07-05,1995-10-09,2014-03-24
289,83,daniel,juan@gmail.com,hash1,Fernando López,2,2001-12-24,Femenino,179,5,{},2003-08-21,2013-09-26,1992-04-11
290,164,fernando,daniel@gmail.com,hash1,Juan Pérez,2,2016-12-31,Masculino,74,115,{},2007-07-09,1998-12-05,1993-12-01
291,5,juan,daniel@gmail.com,hash3,Fernando López,2,2008-11-22,Masculino,217,146,{},2015-10-06,1997-08-08,1994-05-01
292,105,daniel,fernando@gmail.com,hash1,Daniel García,1,1997-08-06,Femenino,170,154,{},1991-06-30,1995-08-02,2011-10-31
293,30,juan,fernando@gmail.com,hash1,Juan Pérez,3,2011-12-13,Femenino,120,127,{},2009-08-06,1998-09-10,2018-04-12
294,105,fernando,juan@gmail.com,hash3,Juan Pérez,3,2003-01-12,Masculino,32,85,{},2003-05-21,2003-05-17,2017-04-15
295,111,daniel,fernando@gmail.com,hash1,Fernando López,3,1991-10-25,Femenino,221,60,{},2007-01-08,2002-12-29,1997-04-02
296,110,fernando,daniel@gmail.com,hash2,Juan Pérez,3,2015-09-25,Masculino,113,20,{},1994-05-25,1998-05-26,1995-05-29
297,175,daniel,daniel@gmail.com,hash3,Juan Pérez,2,1997-11-30,Masculino,249,171,{},2003-07-02,1999-06-04,2019-02-16
298,195,fernando,fernando@gmail.com,hash3,Fernando López,3,1991-06-22,Masculino,114,1,{},2009-05-29,2018-06-16,2014-05-07
299,45,juan,fernando@gmail.com,hash1,Juan Pérez,2,2006-03-13,Masculino,108,7,{},2009-04-28,1996-10-13,2015-12-11
300,193,juan,juan@gmail.com,hash2,Fernando López,2,1991-06-11,Masculino,193,129,{},1996-11-19,1998-03-08,2018-07-13
301,105,juan,daniel@gmail.com,hash2,Fernando López,2,2019-12-18,Femenino,231,168,{},2015-01-21,2006-12-12,1993-12-25
302,184,fernando,daniel@gmail.com,hash3,Daniel García,1,1996-09-30,Masculino,195,167,{},2001-01-30,2017-11-02,1997-11-18
303,150,daniel,juan@gmail.com,hash1,Daniel García,2,1990-11-01,Femenino,176,16,{},2008-03-31,2000-02-03,1990-10-25
304,57,fernando,juan@gmail.com,hash2,Fernando López,1,2017-06-18,Masculino,136,43,{},2000-07-04,2002-06-28,2007-08-05
305,149,fernando,juan@gmail.com,hash1,Juan Pérez,2,2008-07-13,Masculino,187,129,{},2018-03-07,2010-11-19,2014-12-30
306,19,daniel,fernando@gmail.com,hash1,Juan Pérez,3,1994-07-03,Masculino,210,130,{},2000-03-20,2008-01-07,2013-02-25
307,29,juan,daniel@gmail.com,hash3,Juan Pérez,2,2000-12-08,Femenino,238,153,{},1997-03-08,2004-01-17,2014-08-25
308,118,fernando,fernando@gmail.com,hash2,Daniel García,2,2009-09-01,Masculino,69,200,{},1992-01-24,1997-10-03,2000-10-28
309,138,juan,fernando@gmail.com,hash3,Daniel García,3,2002-07-05,Masculino,154,10,{},2009-07-23,2010-01-02,1999-04-23
310,5,juan,juan@gmail.com,hash2,Daniel García,3,1993-04-19,Femenino,15,159,{},2016-09-29,2001-12-26,2000-10-10
311,166,daniel,fernando@gmail.com,hash2,Juan Pérez,2,2010-09-26,Masculino,160,177,{},1992-06-29,2009-04-19,2007-04-14
312,81,daniel,fernando@gmail.com,hash1,Juan Pérez,1,2015-01-24,Femenino,52,143,{},2000-04-20,2009-07-13,2010-02-18
313,31,fernando,juan@gmail.com,hash2,Juan Pérez,3,2001-02-15,Femenino,78,47,{},2008-02-16,1994-03-15,2006-03-03
314,50,daniel,fernando@gmail.com,hash3,Juan Pérez,2,2015-02-03,Femenino,227,155,{},2019-02-27,1993-02-14,2010-02-01
315,61,daniel,fernando@gmail.com,hash3,Juan Pérez,3,1991-01-06,Femenino,133,158,{},2000-09-05,2015-03-14,2002-08-15
316,179,juan,daniel@gmail.com,hash1,Fernando López,1,2009-06-03,Masculino,241,155,{},1990-10-21,1991-06-28,1997-05-12
317,188,juan,juan@gmail.com,hash1,Juan Pérez,1,1990-04-20,Masculino,240,17,{},1999-03-14,1991-04-03,2018-01-25
318,176,daniel,fernando@gmail.com,hash1,Daniel García,3,1993-02-17,Masculino,111,79,{},2018-05-12,2004-06-04,2011-03-10
319,155,daniel,fernando@gmail.com,hash3,Fernando López,2,1999-06-11,Femenino,170,61,{},1993-01-04,2001-08-13,2017-01-07
320,189,juan,juan@gmail.com,hash1,Juan Pérez,2,2015-01-24,Femenino,33,112,{},2015-08-12,1997-09-05,2014-07-19
321,8,daniel,daniel@gmail.com,hash1,Fernando López,2,2012-01-12,Masculino,244,156,{},1996-08-26,2017-11-18,1991-09-26
322,7,fernando,daniel@gmail.com,hash1,Juan Pérez,1,2010-09-12,Masculino,61,65,{},2009-06-16,2019-01-20,1994-11-24
323,143,fernando,daniel@gmail.com,hash2,Fernando López,2,2014-03-10,Masculino,4,111,{},1998-09-29,2018-12-02,2017-01-02
324,83,juan,juan@gmail.com,hash1,Juan Pérez,3,2002-02-24,Femenino,102,42,{},2010-04-25,1994-03-13,2009-01-07
325,59,juan,juan@gmail.com,hash3,Fernando López,1,2015-12-02,Femenino,174,5,{},2012-11-18,2016-02-19,2019-12-23
326,3,juan,daniel@gmail.com,hash2,Fernando López,2,2015-12-05,Masculino,176,134,{},1994-03-02,1992-05-10,2016-03-27
327,85,daniel,daniel@gmail.com,hash1,Juan Pérez,1,2006-07-21,Masculino,231,103,{},2010-09-22,2015-06-15,1999-04-19
328,149,juan,fernando@gmail.com,hash2,Juan Pérez,2,1997-12-24,Femenino,61,191,{},2013-06-03,1990-02-07,2013-02-16
329,101,fernando,juan@gmail.com,hash1,Juan Pérez,1,2008-04-13,Femenino,96,38,{},1999-08-22,1991-12-05,2019-03-01
330,23,fernando,fernando@gmail.com,hash1,Fernando López,2,2004-11-17,Femenino,190,27,{},2019-07-05,2000-02-25,2010-07-30
331,60,daniel,juan@gmail.com,hash1,Daniel García,2,1997-03-05,Masculino,231,95,{},1996-02-20,2006-07-20,1993-09-04
332,75,fernando,fernando@gmail.com,hash3,Daniel García,2,2004-11-01,Femenino,163,115,{},2019-03-06,2000-04-25,2018-08-06
333,33,fernando,fernando@gmail.com,hash1,Daniel García,2,2009-09-28,Femenino,174,165,{},2019-05-25,1998-11-23,1990-01-15
334,144,juan,fernando@gmail.com,hash3,Juan Pérez,2,1999-07-24,Femenino,141,173,{},2000-01-14,2018-09-26,2017-12-07
335,66,juan,juan@gmail.com,hash1,Daniel García,3,2019-02-06,Masculino,63,75,{},2013-08-23,1997-12-14,1992-07-02
336,112,fernando,fernando@gmail.com,hash2,Fernando López,1,2019-09-11,Femenino,46,161,{},2011-10-11,2018-11-01,2002-06-14
337,9,daniel,juan@gmail.com,hash3,Juan Pérez,1,1994-01-04,Femenino,141,74,{},2019-06-20,2001-11-29,2015-01-09
338,113,fernando,juan@gmail.com,hash1,Fernando López,3,2003-03-26,Femenino,166,99,{},2006-02-15,1995-03-11,1995-09-24
339,6,fernando,daniel@gmail.com,hash1,Daniel García,2,2007-04-28,Femenino,238,76,{},1991-07-16,1990-09-02,2011-06-17
340,126,daniel,daniel@gmail.com,hash1,Juan Pérez,2,2006-06-10,Masculino,17,37,{},2009-03-21,2019-05-29,2001-08-29
341,43,fernando,daniel@gmail.com,hash1,Juan Pérez,2,2005-04-19,Femenino,119,88,{},2009-12-19,2005-11-04,2003-01-22
342,33,juan,fernando@gmail.com,hash3,Daniel García,2,2015-06-23,Femenino,34,17,{},2015-12-09,1993-06-13,2017-02-14
343,64,juan,daniel@gmail.com,hash3,Juan Pérez,2,1994-09-05,Masculino,35,111,{},2014-08-15,2003-05-29,2007-02-23
344,90,daniel,daniel@gmail.com,hash3,Fernando López,3,1991-11-18,Femenino,62,46,{},2006-11-17,2008-02-16,2004-09-04
345,30,fernando,juan@gmail.com,hash1,Fernando López,1,1997-04-07,Masculino,121,63,{},2011-12-23,2009-08-29,2012-04-21
346,35,daniel,fernando@gmail.com,hash3,Juan Pérez,2,1997-01-14,Masculino,95,154,{},2002-10-01,2008-10-05,2009-12-12
347,148,fernando,fernando@gmail.com,hash2,Fernando López,2,1996-04-30,Femenino,81,120,{},2011-08-20,2013-12-09,2004-08-13
348,164,fernando,fernando@gmail.com,hash1,Juan Pérez,3,1992-10-17,Masculino,138,155,{},2011-01-07,2001-10-22,2000-03-13
349,191,juan,daniel@gmail.com,hash1,Juan Pérez,1,1999-12-15,Masculino,120,95,{},1997-07-16,1997-04-22,1992-11-28
350,126,daniel,daniel@gmail.com,hash1,Daniel García,2,1997-03-24,Femenino,41,101,{},1998-02-04,1995-12-27,2003-03-13
351,77,fernando,juan@gmail.com,hash1,Fernando López,2,2009-10-30,Femenino,191,62,{},1998-07-20,1997-10-07,2015-05-25
352,160,juan,juan@gmail.com,hash2,Fernando López,2,2018-10-11,Femenino,206,4,{},1998-02-19,2015-07-05,2008-03-15
353,125,daniel,fernando@gmail.com,hash1,Daniel García,1,1999-02-14,Masculino,135,183,{},2006-07-23,2003-08-11,2007-07-24
354,135,juan,daniel@gmail.com,hash2,Fernando López,3,2018-01-11,Femenino,214,151,{},1993-04-25,2009-08-22,2019-07-11
355,197,fernando,fernando@gmail.com,hash2,Juan Pérez,2,2000-12-15,Masculino,158,134,{},1992-05-16,1993-11-03,2006-03-13
356,175,daniel,fernando@gmail.com,hash3,Daniel García,1,2000-05-17,Femenino,46,87,{},2016-02-06,1992-10-27,2009-12-05
357,128,juan,juan@gmail.com,hash3,Fernando López,1,1996-09-20,Femenino,0,66,{},1996-01-10,1995-11-25,2015-03-18
358,37,fernando,fernando@gmail.com,hash1,Daniel García,3,1992-03-15,Masculino,22,151,{},2000-01-15,2018-11-16,2010-11-10
359,158,daniel,daniel@gmail.com,hash3,Juan Pérez,3,1993-10-06,Masculino,140,61,{},1997-12-25,1994-08-07,2001-04-14
360,16,juan,daniel@gmail.com,hash3,Juan Pérez,3,2015-06-20,Femenino,16,130,{},2002-03-19,1992-04-26,2019-01-07
361,19,daniel,juan@gmail.com,hash1,Juan Pérez,1,1990-03-30,Femenino,20,86,{},2008-12-26,2008-03-06,1996-08-30
362,115,daniel,fernando@gmail.com,hash1,Daniel García,3,2012-01-28,Femenino,113,67,{},2001-11-22,1995-04-11,2004-09-12
363,45,juan,juan@gmail.com,hash1,Juan Pérez,2,2001-05-29,Femenino,197,192,{},2002-11-07,2014-05-07,2003-09-20
364,11,daniel,daniel@gmail.com,hash2,Daniel García,3,2000-01-27,Femenino,146,58,{},2006-03-30,2009-08-28,2008-04-09
365,172,daniel,juan@gmail.com,hash1,Juan Pérez,3,1990-01-03,Masculino,189,93,{},2005-11-06,1990-05-07,2005-08-03
366,65,daniel,fernando@gmail.com,hash1,Fernando López,2,1995-08-12,Masculino,218,30,{},2004-01-28,2012-09-17,1992-07-02
367,49,fernando,fernando@gmail.com,hash2,Daniel García,3,2018-03-23,Femenino,116,89,{},2007-01-15,1992-08-30,1993-10-02
368,193,juan,daniel@gmail.com,hash2,Daniel García,2,2007-04-04,Femenino,79,152,{},1998-07-16,2001-09-13,2014-01-02
369,20,juan,fernando@gmail.com,hash3,Juan Pérez,2,2011-11-22,Masculino,173,170,{},1991-12-12,2006-09-20,2005-06-05
370,11,fernando,daniel@gmail.com,hash1,Daniel García,2,1994-07-25,Femenino,65,145,{},2002-01-19,1996-08-10,2000-06-30
371,174,fernando,fernando@gmail.com,hash1,Juan Pérez,1,1992-08-28,Femenino,184,18,{},2003-06-23,2000-04-01,1994-05-13
372,194,daniel,daniel@gmail.com,hash3,Juan Pérez,2,1992-05-21,Femenino,39,126,{},2016-04-26,2004-02-25,2006-07-04
373,55,juan,juan@gmail.com,hash2,Juan Pérez,1,1994-01-03,Masculino,209,179,{},2006-03-04,2002-07-22,1997-05-03
374,32,fernando,juan@gmail.com,hash3,Daniel García,2,1990-11-19,Femenino,72,171,{},1991-09-25,2006-07-13,2000-03-08
375,180,daniel,fernando@gmail.com,hash2,Daniel García,3,2012-03-03,Femenino,132,101,{},2015-10-18,2014-08-25,2017-11-22
376,164,daniel,daniel@gmail.com,hash3,Fernando López,2,2018-05-05,Femenino,225,186,{},2004-01-29,2003-09-23,1998-02-01
377,13,daniel,daniel@gmail.com,hash2,Fernando López,2,2006-02-27,Masculino,214,193,{},1994-04-16,2002-05-22,1992-05-10
378,169,fernando,juan@gmail.com,hash2,Juan Pérez,3,2016-08-20,Femenino,224,111,{},2000-02-26,2003-03-30,2007-07-24
379,149,juan,juan@gmail.com,hash2,Daniel García,3,2012-12-19,Masculino,56,44,{},1998-02-16,2012-01-04,2005-06-04
380,40,juan,daniel@gmail.com,hash1,Daniel García,2,2004-10-26,Masculino,41,159,{},1990-01-05,2001-10-18,2008-01-26
381,46,fernando,juan@gmail.com,hash2,Daniel García,1,1998-03-02,Masculino,35,90,{},1998-07-22,2018-11-14,1991-12-21
382,67,daniel,fernando@gmail.com,hash3,Daniel García,1,2016-09-08,Femenino,244,116,{},2012-10-12,1994-04-06,1998-07-23
383,151,daniel,fernando@gmail.com,hash3,Juan Pérez,3,1997-02-12,Femenino,248,173,{},2011-10-05,1992-02-04,1995-05-01
384,58,fernando,juan@gmail.com,hash2,Fernando López,1,2016-10-08,Femenino,45,11,{},1996-02-13,2015-09-26,1993-01-23
385,85,daniel,fernando@gmail.com,hash3,Fernando López,1,2010-05-07,Femenino,65,37,{},1997-11-02,2017-09-05,2016-03-17
386,194,juan,daniel@gmail.com,hash2,Daniel García,3,2007-12-15,Femenino,61,87,{},1998-03-14,1997-04-08,2000-04-07
387,10,juan,juan@gmail.com,hash3,Fernando López,2,2010-04-25,Masculino,130,81,{},2007-07-09,2002-07-07,2013-08-12
388,129,fernando,fernando@gmail.com,hash1,Juan Pérez,3,1999-01-22,Masculino,211,134,{},2011-05-26,2006-04-26,1995-01-06
389,116,daniel,daniel@gmail.com,hash3,Daniel García,1,1993-02-13,Femenino,240,60,{},2008-12-09,2003-12-06,1997-04-15
390,113,daniel,fernando@gmail.com,hash1,Fernando López,3,2011-06-20,Femenino,75,23,{},2009-07-10,2018-03-19,1995-11-22
391,14,daniel,juan@gmail.com,hash2,Juan Pérez,1,1996-09-24,Masculino,97,54,{},1992-12-18,2010-12-11,1998-09-22
392,137,fernando,fernando@gmail.com,hash1,Daniel García,1,2018-10-25,Femenino,132,130,{},2017-07-10,1994-04-15,2009-04-19
393,186,juan,juan@gmail.com,hash3,Fernando López,1,2008-05-16,Masculino,76,55,{},2014-04-01,2002-07-23,2002-01-14
394,156,daniel,daniel@gmail.com,hash1,Juan Pérez,3,2001-11-17,Femenino,42,43,{},2013-01-16,2019-12-20,2019-08-07
395,120,juan,daniel@gmail.com,hash1,Daniel García,2,2017-10-13,Masculino,170,188,{},1994-02-28,1990-08-06,2000-01-01
396,61,juan,fernando@gmail.com,hash3,Juan Pérez,1,1991-02-02,Femenino,244,138,{},1992-06-16,2010-12-31,2013-11-29
397,141,juan,juan@gmail.com,hash2,Daniel García,3,2005-10-11,Femenino,171,39,{},2016-03-11,2016-02-22,2007-05-24
398,56,fernando,juan@gmail.com,hash1,Juan Pérez,3,1994-03-11,Femenino,203,87,{},1990-03-08,1995-01-01,2013-10-04
399,196,fernando,fernando@gmail.com,hash2,Fernando López,1,2004-07-28,Femenino,144,167,{},1994-03-03,2007-03-16,2019-08-29
400,54,fernando,fernando@gmail.com,hash2,Fernando López,3,2010-02-03,Masculino,137,109,{},2009-06-04,1990-09-01,2003-02-26
